primary_label,latitude,longitude,scientific_name,encoded_label
asbfly,31.1741,121.4214,Muscicapa dauurica,0
asbfly,24.585,117.9306,Muscicapa dauurica,0
asbfly,18.3692,100.3536,Muscicapa dauurica,0
asbfly,31.103,121.3298,Muscicapa dauurica,0
asbfly,30.9433,121.9669,Muscicapa dauurica,0
asbfly,31.617,121.4018,Muscicapa dauurica,0
asbfly,35.4186,138.8775,Muscicapa dauurica,0
asbfly,45.1845,136.2618,Muscicapa dauurica,0
asbfly,22.4495,114.3209,Muscicapa dauurica,0
asbfly,1.3359,103.726,Muscicapa dauurica,0
asbfly,20.0107,110.3175,Muscicapa dauurica,0
asbfly,19.9751,110.4364,Muscicapa dauurica,0
asbfly,24.1841,52.6295,Muscicapa dauurica,0
asbfly,18.2525,109.5121,Muscicapa dauurica,0
asbfly,31.6569,121.6082,Muscicapa dauurica,0
asbfly,39.824,116.385,Muscicapa dauurica,0
asbfly,48.2935,134.8174,Muscicapa dauurica,0
asbfly,25.1423,102.7494,Muscicapa dauurica,0
asbfly,49.65,121.823,Muscicapa dauurica,0
asbfly,51.6672,121.8224,Muscicapa dauurica,0
asbfly,39.946,116.8092,Muscicapa dauurica,0
asbfly,31.2164,121.9213,Muscicapa dauurica,0
asbfly,45.3373,104.0056,Muscicapa dauurica,0
asbfly,36.6518,117.1201,Muscicapa dauurica,0
asbfly,13.8233,100.881,Muscicapa dauurica,0
asbfly,27.6254,121.2059,Muscicapa dauurica,0
asbfly,13.714,100.5247,Muscicapa dauurica,0
asbfly,13.9114,100.4762,Muscicapa dauurica,0
asbfly,13.848,100.4844,Muscicapa dauurica,0
asbfly,13.7747,100.8919,Muscicapa dauurica,0
ashdro1,27.362,91.0286,Dicrurus leucophaeus,1
ashdro1,27.3071,91.1643,Dicrurus leucophaeus,1
ashdro1,27.2753,91.2399,Dicrurus leucophaeus,1
ashdro1,27.0189,91.5118,Dicrurus leucophaeus,1
ashdro1,26.61,93.5008,Dicrurus leucophaeus,1
ashdro1,18.8897,73.1232,Dicrurus leucophaeus,1
ashdro1,11.3473,107.1501,Dicrurus leucophaeus,1
ashdro1,19.9001,99.0414,Dicrurus leucophaeus,1
ashdro1,27.3535,91.0327,Dicrurus leucophaeus,1
ashdro1,19.2293,72.868,Dicrurus leucophaeus,1
ashdro1,15.0081,98.913,Dicrurus leucophaeus,1
ashdro1,11.3362,76.1102,Dicrurus leucophaeus,1
ashdro1,10.1891,118.9047,Dicrurus leucophaeus,1
ashdro1,18.2132,104.8341,Dicrurus leucophaeus,1
ashdro1,-2.0498,101.3073,Dicrurus leucophaeus,1
ashdro1,33.594,107.581,Dicrurus leucophaeus,1
ashdro1,-8.2719,115.1552,Dicrurus leucophaeus,1
ashdro1,12.9912,80.2363,Dicrurus leucophaeus,1
ashdro1,10.1369,76.4567,Dicrurus leucophaeus,1
ashdro1,20.1856,96.4863,Dicrurus leucophaeus,1
ashdro1,19.5693,73.2426,Dicrurus leucophaeus,1
ashdro1,,,Dicrurus leucophaeus,1
ashdro1,9.0805,98.6324,Dicrurus leucophaeus,1
ashdro1,27.4173,88.5808,Dicrurus leucophaeus,1
ashdro1,27.1281,88.5895,Dicrurus leucophaeus,1
ashdro1,27.3039,88.2116,Dicrurus leucophaeus,1
ashdro1,21.0207,105.8413,Dicrurus leucophaeus,1
ashdro1,12.8969,100.8777,Dicrurus leucophaeus,1
ashdro1,29.361,79.5314,Dicrurus leucophaeus,1
ashdro1,15.1229,98.8928,Dicrurus leucophaeus,1
ashdro1,12.8648,107.8017,Dicrurus leucophaeus,1
ashdro1,21.23333,93.91667,Dicrurus leucophaeus,1
ashdro1,12.050317,76.130705,Dicrurus leucophaeus,1
ashdro1,27.3112,88.2954,Dicrurus leucophaeus,1
ashdro1,13.8549,100.4735,Dicrurus leucophaeus,1
ashdro1,13.8577,100.4663,Dicrurus leucophaeus,1
ashdro1,-8.0764,114.2235,Dicrurus leucophaeus,1
ashdro1,25.9612,119.9717,Dicrurus leucophaeus,1
ashdro1,9.6385,77.3555,Dicrurus leucophaeus,1
ashdro1,13.7259,100.5588,Dicrurus leucophaeus,1
ashdro1,20.0745,99.0979,Dicrurus leucophaeus,1
ashdro1,27.7829,85.3485,Dicrurus leucophaeus,1
ashdro1,4.4453,115.4971,Dicrurus leucophaeus,1
ashdro1,21.2333,93.9167,Dicrurus leucophaeus,1
ashdro1,13.6431,79.3978,Dicrurus leucophaeus,1
ashdro1,27.536,89.867,Dicrurus leucophaeus,1
ashdro1,1.310052,103.786055,Dicrurus leucophaeus,1
ashdro1,27.5357,90.2017,Dicrurus leucophaeus,1
ashdro1,13.9446,105.9283,Dicrurus leucophaeus,1
ashdro1,15.604,99.3582,Dicrurus leucophaeus,1
ashdro1,20.707,102.1118,Dicrurus leucophaeus,1
ashdro1,4.8358,100.6172,Dicrurus leucophaeus,1
ashdro1,27.2589,77.8342,Dicrurus leucophaeus,1
ashdro1,26.5601,97.6936,Dicrurus leucophaeus,1
ashdro1,25.9774,97.5313,Dicrurus leucophaeus,1
ashdro1,17.8269,102.6764,Dicrurus leucophaeus,1
ashdro1,18.0638,102.352,Dicrurus leucophaeus,1
ashdro1,13.7355,100.641,Dicrurus leucophaeus,1
ashdro1,15.1836,106.1292,Dicrurus leucophaeus,1
ashdro1,27.2185,88.6063,Dicrurus leucophaeus,1
ashdro1,18.1778,104.4871,Dicrurus leucophaeus,1
ashdro1,25.0149,98.4792,Dicrurus leucophaeus,1
ashdro1,25.7799,100.0964,Dicrurus leucophaeus,1
ashdro1,20.1682,100.5746,Dicrurus leucophaeus,1
ashdro1,20.0096,100.4289,Dicrurus leucophaeus,1
ashdro1,18.9273,102.4232,Dicrurus leucophaeus,1
ashdro1,18.3845,102.7514,Dicrurus leucophaeus,1
ashdro1,13.8081,100.5532,Dicrurus leucophaeus,1
ashdro1,31.1939,121.3629,Dicrurus leucophaeus,1
ashdro1,19.4619,102.0822,Dicrurus leucophaeus,1
ashdro1,32.0729,118.5288,Dicrurus leucophaeus,1
ashdro1,29.3082,117.8798,Dicrurus leucophaeus,1
ashdro1,32.048,118.5387,Dicrurus leucophaeus,1
ashdro1,13.7295,100.5587,Dicrurus leucophaeus,1
ashdro1,17.9528,102.747,Dicrurus leucophaeus,1
ashpri1,28.464,76.893,Prinia socialis,2
ashpri1,23.5339,87.3443,Prinia socialis,2
ashpri1,23.5351,87.3447,Prinia socialis,2
ashpri1,6.522389,80.8442,Prinia socialis,2
ashpri1,18.5344,73.7853,Prinia socialis,2
ashpri1,15.4346,74.0985,Prinia socialis,2
ashpri1,25.23,73.23,Prinia socialis,2
ashpri1,15.2882,74.0094,Prinia socialis,2
ashpri1,19.6926,73.5492,Prinia socialis,2
ashpri1,12.9912,80.2363,Prinia socialis,2
ashpri1,10.0542,76.3361,Prinia socialis,2
ashpri1,10.0653,76.2565,Prinia socialis,2
ashpri1,9.2957,76.5071,Prinia socialis,2
ashpri1,19.1462,72.8172,Prinia socialis,2
ashpri1,9.2492,76.6392,Prinia socialis,2
ashpri1,15.6195,73.8414,Prinia socialis,2
ashpri1,6.8602,81.0455,Prinia socialis,2
ashpri1,21.0476,75.8539,Prinia socialis,2
ashpri1,,,Prinia socialis,2
ashpri1,15.5245,73.8118,Prinia socialis,2
ashpri1,21.0484,75.851,Prinia socialis,2
ashpri1,10.0164,76.2809,Prinia socialis,2
ashpri1,23.8464,72.2188,Prinia socialis,2
ashpri1,15.5579,73.8881,Prinia socialis,2
ashpri1,25.6236,93.9558,Prinia socialis,2
ashpri1,25.8193,94.9681,Prinia socialis,2
ashpri1,25.6462,94.7211,Prinia socialis,2
ashpri1,12.9362,77.6005,Prinia socialis,2
ashpri1,12.903,80.2099,Prinia socialis,2
ashpri1,13.347,74.788,Prinia socialis,2
ashpri1,10.049,76.2563,Prinia socialis,2
ashpri1,13.8264,79.95,Prinia socialis,2
ashpri1,6.4682,80.8905,Prinia socialis,2
ashpri1,18.407,74.0382,Prinia socialis,2
ashpri1,13.0126,80.2761,Prinia socialis,2
ashpri1,17.4855,78.2678,Prinia socialis,2
ashpri1,29.5334,78.9334,Prinia socialis,2
ashpri1,18.6472,72.8903,Prinia socialis,2
ashpri1,16.7158,82.2917,Prinia socialis,2
ashpri1,16.879,82.2462,Prinia socialis,2
ashpri1,6.4643,80.9033,Prinia socialis,2
ashpri1,11.5024,76.4918,Prinia socialis,2
ashpri1,13.6529,79.4719,Prinia socialis,2
ashpri1,18.3344,73.6749,Prinia socialis,2
ashpri1,18.4801,73.8455,Prinia socialis,2
ashpri1,17.2976,74.5842,Prinia socialis,2
ashpri1,18.3759,73.7692,Prinia socialis,2
ashpri1,18.5054,74.0006,Prinia socialis,2
ashpri1,19.1328,72.9152,Prinia socialis,2
ashpri1,19.1341,72.9616,Prinia socialis,2
ashpri1,15.4195,73.893,Prinia socialis,2
ashpri1,19.4707,72.7628,Prinia socialis,2
ashpri1,15.297,74.0061,Prinia socialis,2
ashpri1,13.281,77.8291,Prinia socialis,2
ashpri1,21.5554,72.1019,Prinia socialis,2
ashpri1,22.319,73.2815,Prinia socialis,2
ashpri1,12.9025,80.2072,Prinia socialis,2
ashpri1,10.4739,76.9728,Prinia socialis,2
ashpri1,12.9717,77.6871,Prinia socialis,2
ashpri1,29.5854,78.8624,Prinia socialis,2
ashpri1,28.494,77.159,Prinia socialis,2
ashpri1,15.4645,74.1879,Prinia socialis,2
ashpri1,10.4003,76.2345,Prinia socialis,2
ashpri1,17.4605,73.6224,Prinia socialis,2
ashpri1,16.7687,74.1464,Prinia socialis,2
ashpri1,7.1905,81.3756,Prinia socialis,2
ashpri1,26.0466,76.3958,Prinia socialis,2
ashpri1,27.1799,77.4857,Prinia socialis,2
ashpri1,23.6101,87.4639,Prinia socialis,2
ashwoo2,11.3473,107.1501,Artamus fuscus,3
ashwoo2,19.4034,72.7627,Artamus fuscus,3
ashwoo2,15.2461,74.627,Artamus fuscus,3
ashwoo2,23.5351,87.3447,Artamus fuscus,3
ashwoo2,14.4387,101.3751,Artamus fuscus,3
ashwoo2,13.2222,100.9936,Artamus fuscus,3
ashwoo2,18.3293,99.4861,Artamus fuscus,3
ashwoo2,18.3479,99.4872,Artamus fuscus,3
ashwoo2,13.8549,100.4735,Artamus fuscus,3
ashwoo2,9.3116,76.699,Artamus fuscus,3
ashwoo2,22.9525,88.5346,Artamus fuscus,3
ashwoo2,18.6708,98.655,Artamus fuscus,3
ashwoo2,9.3222,76.7048,Artamus fuscus,3
ashwoo2,14.4539,101.3594,Artamus fuscus,3
ashwoo2,20.2659,100.0345,Artamus fuscus,3
ashwoo2,17.9673,102.6517,Artamus fuscus,3
ashwoo2,13.027,101.0451,Artamus fuscus,3
ashwoo2,15.062,105.7604,Artamus fuscus,3
ashwoo2,19.8697,99.055,Artamus fuscus,3
ashwoo2,20.0745,99.0979,Artamus fuscus,3
ashwoo2,17.8269,102.6764,Artamus fuscus,3
ashwoo2,8.5918,81.188,Artamus fuscus,3
ashwoo2,25.9955,95.6811,Artamus fuscus,3
ashwoo2,17.9398,102.6475,Artamus fuscus,3
ashwoo2,23.6038,87.2175,Artamus fuscus,3
ashwoo2,12.8118,99.5644,Artamus fuscus,3
ashwoo2,20.0096,100.4289,Artamus fuscus,3
ashwoo2,19.1891,109.6098,Artamus fuscus,3
ashwoo2,24.6149,97.8326,Artamus fuscus,3
ashwoo2,17.9456,102.6562,Artamus fuscus,3
ashwoo2,22.3727,98.0214,Artamus fuscus,3
ashwoo2,20.119,100.515,Artamus fuscus,3
asikoe2,13.7308,100.5671,Eudynamys scolopaceus,4
asikoe2,27.5334,84.3334,Eudynamys scolopaceus,4
asikoe2,15.5442,73.7733,Eudynamys scolopaceus,4
asikoe2,7.2856,80.6668,Eudynamys scolopaceus,4
asikoe2,10.198,118.912,Eudynamys scolopaceus,4
asikoe2,18.5204,73.8567,Eudynamys scolopaceus,4
asikoe2,8.2589,126.1537,Eudynamys scolopaceus,4
asikoe2,1.3545,103.7724,Eudynamys scolopaceus,4
asikoe2,23.3314,85.3193,Eudynamys scolopaceus,4
asikoe2,31.9165,114.2253,Eudynamys scolopaceus,4
asikoe2,11.0036,76.9537,Eudynamys scolopaceus,4
asikoe2,9.6446,118.728,Eudynamys scolopaceus,4
asikoe2,14.7655,120.2769,Eudynamys scolopaceus,4
asikoe2,2.1862,128.5764,Eudynamys scolopaceus,4
asikoe2,18.5344,73.7853,Eudynamys scolopaceus,4
asikoe2,15.4542,73.8306,Eudynamys scolopaceus,4
asikoe2,18.4426,74.0179,Eudynamys scolopaceus,4
asikoe2,22.5381,114.0628,Eudynamys scolopaceus,4
asikoe2,8.517,77.006,Eudynamys scolopaceus,4
asikoe2,19.2421,72.935,Eudynamys scolopaceus,4
asikoe2,23.1703,89.4967,Eudynamys scolopaceus,4
asikoe2,10.9833,76.7341,Eudynamys scolopaceus,4
asikoe2,12.9912,80.2363,Eudynamys scolopaceus,4
asikoe2,10.1369,76.4567,Eudynamys scolopaceus,4
asikoe2,24.9856,121.5311,Eudynamys scolopaceus,4
asikoe2,-8.2719,115.1552,Eudynamys scolopaceus,4
asikoe2,8.632449,97.646313,Eudynamys scolopaceus,4
asikoe2,1.313095,103.813677,Eudynamys scolopaceus,4
asikoe2,3.3402,101.2498,Eudynamys scolopaceus,4
asikoe2,18.8095,98.9585,Eudynamys scolopaceus,4
asikoe2,7.6286,99.0747,Eudynamys scolopaceus,4
asikoe2,34.7335,112.2591,Eudynamys scolopaceus,4
asikoe2,7.2509,80.3487,Eudynamys scolopaceus,4
asikoe2,14.15,121.232,Eudynamys scolopaceus,4
asikoe2,18.9952,72.8173,Eudynamys scolopaceus,4
asikoe2,9.2492,76.6392,Eudynamys scolopaceus,4
asikoe2,22.0392,96.4717,Eudynamys scolopaceus,4
asikoe2,22.517,113.3927,Eudynamys scolopaceus,4
asikoe2,30.8178,104.0282,Eudynamys scolopaceus,4
asikoe2,,,Eudynamys scolopaceus,4
asikoe2,28.5359,77.392,Eudynamys scolopaceus,4
asikoe2,8.0871,98.8939,Eudynamys scolopaceus,4
asikoe2,13.0522,100.0856,Eudynamys scolopaceus,4
asikoe2,8.7055,81.1875,Eudynamys scolopaceus,4
asikoe2,21.0442,75.8483,Eudynamys scolopaceus,4
asikoe2,21.0476,75.8539,Eudynamys scolopaceus,4
asikoe2,21.0438,75.8479,Eudynamys scolopaceus,4
asikoe2,21.0437,75.8479,Eudynamys scolopaceus,4
asikoe2,13.6969,100.5644,Eudynamys scolopaceus,4
asikoe2,18.7363,73.7326,Eudynamys scolopaceus,4
asikoe2,21.0409,75.8512,Eudynamys scolopaceus,4
asikoe2,13.4608,120.9375,Eudynamys scolopaceus,4
asikoe2,24.4423,118.4019,Eudynamys scolopaceus,4
asikoe2,24.4765,118.3216,Eudynamys scolopaceus,4
asikoe2,10.3236,76.951,Eudynamys scolopaceus,4
asikoe2,6.1471,116.2058,Eudynamys scolopaceus,4
asikoe2,15.2132,74.1563,Eudynamys scolopaceus,4
asikoe2,12.8969,100.8777,Eudynamys scolopaceus,4
asikoe2,12.2014,99.9921,Eudynamys scolopaceus,4
asikoe2,12.3457,99.9495,Eudynamys scolopaceus,4
asikoe2,27.5545,84.5124,Eudynamys scolopaceus,4
asikoe2,27.5612,84.5189,Eudynamys scolopaceus,4
asikoe2,19.2154,99.01,Eudynamys scolopaceus,4
asikoe2,9.131,98.2612,Eudynamys scolopaceus,4
asikoe2,17.4418,78.3446,Eudynamys scolopaceus,4
asikoe2,13.345,74.787,Eudynamys scolopaceus,4
asikoe2,22.1105,80.5681,Eudynamys scolopaceus,4
asikoe2,22.7785,113.577,Eudynamys scolopaceus,4
asikoe2,21.0484,75.789,Eudynamys scolopaceus,4
asikoe2,33.605791,73.042259,Eudynamys scolopaceus,4
asikoe2,33.4744,72.2364,Eudynamys scolopaceus,4
asikoe2,1.3964,103.9254,Eudynamys scolopaceus,4
asikoe2,12.0012,79.8179,Eudynamys scolopaceus,4
asikoe2,12.0005,79.8198,Eudynamys scolopaceus,4
asikoe2,13.8549,100.4735,Eudynamys scolopaceus,4
asikoe2,15.5352,73.7621,Eudynamys scolopaceus,4
asikoe2,15.5471,73.7561,Eudynamys scolopaceus,4
asikoe2,23.8505,72.1912,Eudynamys scolopaceus,4
asikoe2,28.6281,77.0886,Eudynamys scolopaceus,4
asikoe2,24.8261,121.7986,Eudynamys scolopaceus,4
asikoe2,14.3819,101.8782,Eudynamys scolopaceus,4
asikoe2,22.7601,88.4248,Eudynamys scolopaceus,4
asikoe2,15.5286,73.8357,Eudynamys scolopaceus,4
asikoe2,2.3034,111.8253,Eudynamys scolopaceus,4
asikoe2,13.0861,80.267,Eudynamys scolopaceus,4
asikoe2,1.2833,103.8645,Eudynamys scolopaceus,4
asikoe2,22.2846,70.7642,Eudynamys scolopaceus,4
asikoe2,13.7334,100.5415,Eudynamys scolopaceus,4
asikoe2,13.689,100.5709,Eudynamys scolopaceus,4
asikoe2,12.8973,99.7246,Eudynamys scolopaceus,4
asikoe2,23.7657,90.3766,Eudynamys scolopaceus,4
asikoe2,26.4424,92.0389,Eudynamys scolopaceus,4
asikoe2,8.083,98.2936,Eudynamys scolopaceus,4
asikoe2,8.8445,98.2729,Eudynamys scolopaceus,4
asikoe2,18.4973,73.8044,Eudynamys scolopaceus,4
asikoe2,30.2816,77.9746,Eudynamys scolopaceus,4
asikoe2,12.0213,75.2071,Eudynamys scolopaceus,4
asikoe2,24.9728,121.4204,Eudynamys scolopaceus,4
asikoe2,23.1845,120.3131,Eudynamys scolopaceus,4
asikoe2,17.4855,78.2678,Eudynamys scolopaceus,4
asikoe2,23.5341,87.3444,Eudynamys scolopaceus,4
asikoe2,13.7472,100.8191,Eudynamys scolopaceus,4
asikoe2,2.5282,101.8149,Eudynamys scolopaceus,4
asikoe2,3.1638,101.728,Eudynamys scolopaceus,4
asikoe2,20.1299,99.164,Eudynamys scolopaceus,4
asikoe2,20.0389,99.1048,Eudynamys scolopaceus,4
asikoe2,22.551,113.9971,Eudynamys scolopaceus,4
asikoe2,18.6472,72.8903,Eudynamys scolopaceus,4
asikoe2,22.4806,88.366,Eudynamys scolopaceus,4
asikoe2,19.1325,72.8478,Eudynamys scolopaceus,4
asikoe2,8.5493,76.9773,Eudynamys scolopaceus,4
asikoe2,6.9,79.8664,Eudynamys scolopaceus,4
asikoe2,19.2054,72.9626,Eudynamys scolopaceus,4
asikoe2,23.2563,119.6688,Eudynamys scolopaceus,4
asikoe2,13.1323,100.0609,Eudynamys scolopaceus,4
asikoe2,26.2702,72.9614,Eudynamys scolopaceus,4
asikoe2,10.7772,79.1389,Eudynamys scolopaceus,4
asikoe2,5.4598,100.2072,Eudynamys scolopaceus,4
asikoe2,11.091,76.772,Eudynamys scolopaceus,4
asikoe2,21.7177,79.3275,Eudynamys scolopaceus,4
asikoe2,13.0861,80.2669,Eudynamys scolopaceus,4
asikoe2,1.33591,103.72597,Eudynamys scolopaceus,4
asikoe2,1.2914,103.7667,Eudynamys scolopaceus,4
asikoe2,1.29136,103.766653,Eudynamys scolopaceus,4
asikoe2,1.282363,103.868585,Eudynamys scolopaceus,4
asikoe2,13.792,100.3199,Eudynamys scolopaceus,4
asikoe2,19.1328,72.9152,Eudynamys scolopaceus,4
asikoe2,7.1385,79.873,Eudynamys scolopaceus,4
asikoe2,1.5523,103.6732,Eudynamys scolopaceus,4
asikoe2,1.381,103.9509,Eudynamys scolopaceus,4
asikoe2,15.3927,73.8246,Eudynamys scolopaceus,4
asikoe2,22.5674,114.0334,Eudynamys scolopaceus,4
asikoe2,13.7938,100.1852,Eudynamys scolopaceus,4
asikoe2,12.9141,74.856,Eudynamys scolopaceus,4
asikoe2,14.1658,121.2347,Eudynamys scolopaceus,4
asikoe2,15.1836,106.1292,Eudynamys scolopaceus,4
asikoe2,2.2786,102.2815,Eudynamys scolopaceus,4
asikoe2,22.683,88.289,Eudynamys scolopaceus,4
asikoe2,7.319,80.6431,Eudynamys scolopaceus,4
asikoe2,8.5831,81.2104,Eudynamys scolopaceus,4
asikoe2,24.8397,121.2857,Eudynamys scolopaceus,4
asikoe2,6.6823,80.4066,Eudynamys scolopaceus,4
asikoe2,32.071,118.5644,Eudynamys scolopaceus,4
asikoe2,13.1439,80.2127,Eudynamys scolopaceus,4
asikoe2,13.144,80.2112,Eudynamys scolopaceus,4
asikoe2,12.8361,99.6119,Eudynamys scolopaceus,4
asikoe2,6.4402,80.4215,Eudynamys scolopaceus,4
asikoe2,6.4372,80.4264,Eudynamys scolopaceus,4
asikoe2,11.4204,107.4284,Eudynamys scolopaceus,4
asikoe2,1.3183,103.9488,Eudynamys scolopaceus,4
asikoe2,22.0046,96.1,Eudynamys scolopaceus,4
asikoe2,12.8819,99.6266,Eudynamys scolopaceus,4
asikoe2,3.0129,101.7906,Eudynamys scolopaceus,4
asikoe2,13.8117,100.5559,Eudynamys scolopaceus,4
asikoe2,14.3656,121.0332,Eudynamys scolopaceus,4
asikoe2,18.3006,99.4628,Eudynamys scolopaceus,4
asikoe2,22.492,114.044,Eudynamys scolopaceus,4
asikoe2,23.1139,115.4141,Eudynamys scolopaceus,4
asikoe2,30.9433,121.9669,Eudynamys scolopaceus,4
asikoe2,13.3935,92.9314,Eudynamys scolopaceus,4
asikoe2,40.0022,116.3109,Eudynamys scolopaceus,4
asikoe2,31.1741,121.4214,Eudynamys scolopaceus,4
asikoe2,26.928,75.793,Eudynamys scolopaceus,4
asikoe2,1.2875,103.8704,Eudynamys scolopaceus,4
asikoe2,40.0415,115.5017,Eudynamys scolopaceus,4
asikoe2,31.4066,121.7188,Eudynamys scolopaceus,4
asikoe2,15.4645,74.1879,Eudynamys scolopaceus,4
asikoe2,12.0579,75.5804,Eudynamys scolopaceus,4
asikoe2,1.3359,103.726,Eudynamys scolopaceus,4
asikoe2,29.626,106.507,Eudynamys scolopaceus,4
asikoe2,1.4202,103.7203,Eudynamys scolopaceus,4
asikoe2,10.1955,118.9184,Eudynamys scolopaceus,4
asikoe2,8.09,98.299,Eudynamys scolopaceus,4
asikoe2,23.2175,72.6672,Eudynamys scolopaceus,4
asikoe2,20.1114,100.5161,Eudynamys scolopaceus,4
asikoe2,12.7816,99.967,Eudynamys scolopaceus,4
asikoe2,20.2864,100.0577,Eudynamys scolopaceus,4
asikoe2,12.8118,99.5644,Eudynamys scolopaceus,4
asikoe2,19.8895,99.8194,Eudynamys scolopaceus,4
asikoe2,3.338,101.241,Eudynamys scolopaceus,4
asikoe2,11.8419,75.9479,Eudynamys scolopaceus,4
asikoe2,22.5133,88.3446,Eudynamys scolopaceus,4
asikoe2,12.8918,99.6567,Eudynamys scolopaceus,4
asikoe2,12.7767,99.9759,Eudynamys scolopaceus,4
asikoe2,13.7642,100.4954,Eudynamys scolopaceus,4
asikoe2,13.7305,100.5574,Eudynamys scolopaceus,4
asikoe2,20.3294,99.8814,Eudynamys scolopaceus,4
asikoe2,13.7298,100.5549,Eudynamys scolopaceus,4
asikoe2,24.4565,118.0959,Eudynamys scolopaceus,4
asikoe2,22.5055,114.0731,Eudynamys scolopaceus,4
asikoe2,22.4936,114.0336,Eudynamys scolopaceus,4
asikoe2,22.4939,114.0404,Eudynamys scolopaceus,4
asikoe2,22.4896,114.0343,Eudynamys scolopaceus,4
asikoe2,23.8293,120.7942,Eudynamys scolopaceus,4
asikoe2,31.1378,121.3754,Eudynamys scolopaceus,4
asikoe2,13.714,100.5247,Eudynamys scolopaceus,4
asikoe2,13.0095,100.0685,Eudynamys scolopaceus,4
asiope1,,,Anastomus oscitans,5
asiope1,13.8549,100.4735,Anastomus oscitans,5
asiope1,23.6514,87.3463,Anastomus oscitans,5
asiope1,20.5184,96.9261,Anastomus oscitans,5
asiope1,15.672,100.2427,Anastomus oscitans,5
aspfly1,13.347,74.789,Terpsiphone paradisi,6
aspfly1,18.4589,72.9343,Terpsiphone paradisi,6
aspfly1,12.026,79.8492,Terpsiphone paradisi,6
aspfly1,32.2197,76.3209,Terpsiphone paradisi,6
aspfly1,13.347,74.788,Terpsiphone paradisi,6
aspfly1,11.9676,75.772,Terpsiphone paradisi,6
aspfly1,15.399,74.176,Terpsiphone paradisi,6
aspfly1,12.9912,80.2363,Terpsiphone paradisi,6
aspfly1,6.4308,80.4118,Terpsiphone paradisi,6
aspfly1,22.15,71.315,Terpsiphone paradisi,6
aspfly1,10.1903,77.1773,Terpsiphone paradisi,6
aspfly1,11.8303,75.5005,Terpsiphone paradisi,6
aspfly1,12.832,80.0382,Terpsiphone paradisi,6
aspfly1,1.446,103.7291,Terpsiphone paradisi,6
aspfly1,18.6472,72.8903,Terpsiphone paradisi,6
aspfly1,24.4481,54.3787,Terpsiphone paradisi,6
aspfly1,15.297,74.0061,Terpsiphone paradisi,6
aspfly1,12.6857,77.6654,Terpsiphone paradisi,6
aspfly1,10.0379,77.3332,Terpsiphone paradisi,6
aspfly1,10.0825,78.2164,Terpsiphone paradisi,6
aspfly1,1.3131,103.8137,Terpsiphone paradisi,6
aspfly1,,,Terpsiphone paradisi,6
aspswi1,26.5949,93.4516,Cypsiurus balasiensis,7
aspswi1,12.4833,106.0167,Cypsiurus balasiensis,7
aspswi1,9.5501,78.5574,Cypsiurus balasiensis,7
aspswi1,12.9912,80.2363,Cypsiurus balasiensis,7
aspswi1,15.8801,108.338,Cypsiurus balasiensis,7
